application_id,customer_id,application_date,loan_purpose,amount_requested,term_months,application_status,funnel_stage_reached,interest_rate_offered,dti_ratio
APP0004419,CUST003575,2024-10-31,Home Improvement,3951.59,36,Abandoned In Funnel,Document Verification,,15.95
APP0004420,CUST003884,2024-02-05,Credit Card Refinancing,20536.09,36,Rejected,Risk Assessment,,14.67
APP0004421,CUST002921,2024-12-14,Small Business,12835.7,36,Rejected,Document Verification,,38.3
APP0004422,CUST001601,2024-08-17,Debt Consolidation,7443.87,60,Approved,Disbursed,18.16,15.93
APP0004423,CUST004589,2024-08-25,Major Purchase,27391.03,36,Rejected,Document Verification,,25.1
APP0004424,CUST004847,2022-11-18,Credit Card Refinancing,15463.26,60,Approved,Disbursed,21.81,15.77
APP0004425,CUST004318,2022-12-23,Debt Consolidation,16512.13,36,Approved,Disbursed,17.25,25.25
APP0004426,CUST003851,2022-01-13,Credit Card Refinancing,22237.55,36,Approved,Disbursed,12.92,12.47
APP0004427,CUST004209,2022-02-25,Home Improvement,17783.04,36,Approved,Disbursed,22.28,29.76
APP0004428,CUST000148,2022-05-23,Debt Consolidation,74332.4,60,Approved,Disbursed,11.12,9.01
APP0004429,CUST004520,2023-10-25,Major Purchase,35856.83,60,Rejected,Risk Assessment,,25.48
APP0004430,CUST003891,2024-10-19,Credit Card Refinancing,3860.52,60,Approved,Disbursed,8.29,13.19
APP0004431,CUST002393,2022-02-27,Home Improvement,32008.84,36,Approved,Disbursed,24.37,21.3
APP0004432,CUST004551,2024-04-23,Credit Card Refinancing,11344.33,36,Abandoned In Funnel,Document Verification,,13.9
APP0004433,CUST002824,2022-10-18,Home Improvement,8698.92,36,Approved,Disbursed,5.94,7.31
APP0004434,CUST000932,22/08/2022,Major Purchase,5814.99,36,Approved,Disbursed,21.16,
APP0004435,CUST002055,2023-08-08,Credit Card Refinancing,37237.53,60,Rejected,Pre-Qualification,,25.67
APP0004436,CUST004052,2025-07-03,Debt Consolidation,5553.05,36,Rejected,Risk Assessment,,32.88
APP0004437,CUST003256,2024-12-29,Credit Card Refinancing,13817.19,36,Abandoned In Funnel,Document Verification,,6.65
APP0004438,CUST004673,2024-11-16,Credit Card Refinancing,29208.69,60,Abandoned In Funnel,Final Offer,,3.65
APP0004439,CUST004439,2023-11-06,Debt Consolidation,16034.52,36,Rejected,Pre-Qualification,,14.19
APP0004440,CUST001253,2022-09-08,Credit Card Refinancing,7424.03,36,Approved,Disbursed,10.03,8.89
APP0004441,CUST002416,04/06/2025,Credit Card Refinancing,11237.78,60,Approved,Disbursed,6.06,15.65
APP0004442,CUST004473,2022-09-02,Debt Consolidation,9942.99,36,Rejected,Document Verification,,25.27
APP0004443,CUST002859,2024-02-01,Home Improvement,8535.48,60,Approved,Disbursed,7.94,46.04
APP0004444,CUST004360,28/08/2024,Major Purchase,27355.55,36,Rejected,Document Verification,,8.32
APP0004445,CUST000511,2023-05-01,Debt Consolidation,6546.55,36,Approved,Disbursed,13.28,
APP0004446,CUST003049,2024-12-06,Home Improvement,15682.33,36,Approved,Disbursed,9.83,16.55
APP0004447,CUST003994,2022-03-26,Credit Card Refinancing,25721.35,36,Abandoned In Funnel,Final Offer,,9.88
APP0004448,CUST002373,2025-08-14,Debt Consolidation,6178.91,60,Rejected,Document Verification,,15.93
APP0004449,CUST004207,2025-06-14,Small Business,12308.93,60,Approved,Disbursed,8.33,12.66
APP0004450,CUST003732,2023-07-17,Credit Card Refinancing,10827.26,36,Approved,Disbursed,23.59,11.12
APP0004451,CUST002756,2024-07-07,Home Improvement,21730.62,36,Abandoned In Funnel,Pre-Qualification,,7.31
APP0004452,CUST003091,2022-10-08,Debt Consolidation,5041.71,60,Approved,Disbursed,7.25,15.79
APP0004453,CUST001784,19/09/2023,Home Improvement,40361.63,60,Rejected,Risk Assessment,,22.23
APP0004454,CUST004037,2022-07-20,Credit Card Refinancing,21816.95,36,Rejected,Pre-Qualification,,11.31
APP0004455,CUST002725,2025-11-20,Credit Card Refinancing,4915.46,36,Abandoned In Funnel,Pre-Qualification,,24.66
APP0004456,CUST001601,2025-02-23,Home Improvement,8603.6,36,Approved,Disbursed,7.64,4.35
APP0004457,CUST002026,2024-01-05,Home Improvement,20610.86,60,Approved,Disbursed,8.49,7.51
APP0004458,CUST000650,2024-05-22,Credit Card Refinancing,28714.51,36,Approved,Disbursed,16.77,7.72
APP0004459,CUST002184,2023-09-18,Home Improvement,7854.43,36,Approved,Disbursed,11.66,36.62
APP0004460,CUST001458,02/09/2023,Debt Consolidation,8598.81,36,Approved,Disbursed,6.71,13.31
APP0004461,CUST003211,2025-02-11,Small Business,19954.24,60,Approved,Disbursed,9.59,26.93
APP0004462,CUST001413,2024-12-16,Major Purchase,9438.05,36,Approved,Disbursed,9.54,15.41
APP0004463,CUST003382,2025-11-18,Home Improvement,7910.59,60,Approved,Disbursed,7.55,10.93
APP0004464,CUST002385,2023-04-20,Major Purchase,22075.76,36,Abandoned In Funnel,Pre-Qualification,,25.17
APP0004465,CUST002176,2024-06-24,Home Improvement,15648.79,36,Rejected,Risk Assessment,,14.23
APP0004466,CUST004972,2023-09-14,Credit Card Refinancing,81791.99,36,Approved,Disbursed,6.51,
APP0004467,CUST004842,2024-08-17,Home Improvement,5884.02,36,Abandoned In Funnel,Document Verification,,17.36
APP0004468,CUST004018,2025-12-14,Major Purchase,4329.45,60,Approved,Disbursed,16.04,18.32
APP0004469,CUST001370,2023-03-28,Major Purchase,7938.51,36,Approved,Disbursed,16.68,20.75
APP0004470,CUST002755,2022-12-03,Credit Card Refinancing,39800.83,36,Approved,Disbursed,22.17,18.02
APP0004471,CUST002001,2024-04-26,Major Purchase,17501.84,60,Rejected,Document Verification,,15.01
APP0004472,CUST002084,2022-08-12,Debt Consolidation,18037.8,60,Abandoned In Funnel,Pre-Qualification,,25.78
APP0004473,CUST002615,24/11/2024,Small Business,19886.33,36,Approved,Disbursed,9.42,14.79
APP0004474,CUST004791,2025-08-05,Debt Consolidation,7551.69,36,Abandoned In Funnel,Document Verification,,24.63
APP0004475,CUST003284,2024-06-24,Credit Card Refinancing,17175.3,60,Rejected,Risk Assessment,,26.31
APP0004476,CUST003727,2023-07-31,Credit Card Refinancing,17884.0,36,Rejected,Pre-Qualification,,13.33
APP0004477,CUST003990,2023-03-24,Credit Card Refinancing,27965.54,36,Approved,Disbursed,5.55,17.56
APP0004478,CUST000875,15/12/2024,Home Improvement,13459.14,36,Approved,Disbursed,20.59,26.89
APP0004479,CUST002539,2023-10-23,Debt Consolidation,8212.71,36,Approved,Disbursed,13.06,21.62
APP0004480,CUST003215,2024-08-21,Credit Card Refinancing,9868.65,36,Rejected,Risk Assessment,,31.24
APP0004481,CUST001516,20/03/2025,Debt Consolidation,22217.34,36,Approved,Disbursed,25.04,35.38
APP0004482,CUST002149,2024-12-28,Debt Consolidation,4264.98,36,Abandoned In Funnel,Pre-Qualification,,8.69
APP0004483,CUST002608,2022-12-14,Debt Consolidation,10974.26,36,Approved,Disbursed,27.35,18.21
APP0004484,CUST003980,2025-10-20,Small Business,38088.1,36,Approved,Disbursed,22.86,23.02
APP0004485,CUST000232,09/03/2025,Home Improvement,12060.37,60,Approved,Disbursed,20.37,
APP0004486,CUST003272,2024-04-13,Home Improvement,45168.52,60,Rejected,Risk Assessment,,27.58
APP0004487,CUST002326,2023-12-08,Credit Card Refinancing,31723.86,36,Abandoned In Funnel,Pre-Qualification,,5.05
APP0004488,CUST003375,2025-11-24,Credit Card Refinancing,19587.79,36,Approved,Disbursed,10.56,16.82
APP0004489,CUST001000,2022-01-25,Home Improvement,14289.77,36,Approved,Disbursed,27.1,13.78
APP0004490,CUST002951,03/07/2022,Small Business,32632.79,36,Abandoned In Funnel,Pre-Qualification,,12.47
APP0004491,CUST003837,2025-01-08,Credit Card Refinancing,12716.82,60,Abandoned In Funnel,Document Verification,,4.83
APP0004492,CUST002278,2024-01-26,Credit Card Refinancing,5456.8,60,Approved,Disbursed,14.61,15.25
APP0004493,CUST004996,2024-11-18,Debt Consolidation,19266.09,36,Rejected,Document Verification,,24.62
APP0004494,CUST003001,2022-04-09,Small Business,15209.31,60,Approved,Disbursed,19.64,4.79
APP0004495,CUST001542,2022-09-04,Small Business,20385.88,36,Abandoned In Funnel,Final Offer,,33.12
APP0004496,CUST004056,2024-01-13,Credit Card Refinancing,24100.14,36,Approved,Disbursed,23.62,14.84
APP0004497,CUST000854,31/01/2023,Debt Consolidation,20600.72,36,Rejected,Document Verification,,24.98
APP0004498,CUST002296,2024-07-14,Small Business,10879.78,36,Abandoned In Funnel,Pre-Qualification,,25.51
APP0004499,CUST003712,2023-03-28,Home Improvement,6842.55,60,Approved,Disbursed,8.46,20.48
APP0004500,CUST002801,2025-08-27,Major Purchase,13159.12,60,Rejected,Document Verification,,28.8
APP0004501,CUST001592,2022-09-20,Debt Consolidation,5218.03,60,Rejected,Document Verification,,6.99
APP0004502,CUST004173,2023-02-11,Debt Consolidation,4281.79,36,Rejected,Risk Assessment,,6.87
APP0004503,CUST001775,2023-03-21,Debt Consolidation,6558.48,60,Approved,Disbursed,21.97,27.51
APP0004504,CUST004908,2024-08-09,Debt Consolidation,10566.49,36,Approved,Disbursed,24.3,21.87
APP0004505,CUST000165,11/12/2024,Credit Card Refinancing,43048.67,36,Approved,Disbursed,18.68,24.43
APP0004506,CUST001948,2025-10-04,Debt Consolidation,29725.52,60,Approved,Disbursed,5.88,7.92
APP0004507,CUST003843,2023-06-21,Small Business,11123.52,36,Approved,Disbursed,13.33,35.44
APP0004508,CUST004166,2024-12-17,Credit Card Refinancing,18447.17,36,Abandoned In Funnel,Document Verification,,25.83
APP0004509,CUST000021,2025-06-10,Debt Consolidation,6641.97,60,Rejected,Document Verification,,12.27
APP0004510,CUST000251,2023-11-13,Debt Consolidation,17414.82,60,Approved,Disbursed,25.21,24.24
APP0004511,CUST004949,2024-07-11,Debt Consolidation,20219.48,60,Rejected,Document Verification,,36.61
APP0004512,CUST001199,2023-04-01,Debt Consolidation,4194.76,60,Rejected,Document Verification,,
APP0004513,CUST002446,2024-11-04,Debt Consolidation,19058.51,36,Approved,Disbursed,15.54,23.75
APP0004514,CUST004080,2024-02-06,Debt Consolidation,17221.29,36,Approved,Disbursed,14.59,
APP0004515,CUST004316,2025-11-27,Credit Card Refinancing,6280.49,36,Approved,Disbursed,8.14,
APP0004516,CUST001184,2022-05-01,Home Improvement,43329.24,60,Approved,Disbursed,16.88,
APP0004517,CUST000016,2023-06-19,Credit Card Refinancing,19870.24,60,Rejected,Risk Assessment,,24.09
APP0004518,CUST003565,2022-06-20,Credit Card Refinancing,9536.61,60,Rejected,Risk Assessment,,13.97
APP0004519,CUST003749,2023-07-31,Small Business,13503.67,36,Approved,Disbursed,12.37,13.5
APP0004520,CUST003295,06/02/2023,Debt Consolidation,8300.16,60,Abandoned In Funnel,Final Offer,,8.34
APP0004521,CUST003622,08/07/2024,Credit Card Refinancing,7166.08,60,Approved,Disbursed,25.18,11.59
APP0004522,CUST001035,2025-01-14,Debt Consolidation,9400.75,60,Rejected,Risk Assessment,,25.07
APP0004523,CUST002945,2025-12-02,Debt Consolidation,50043.98,60,Rejected,Risk Assessment,,10.2
APP0004524,CUST002101,2023-03-23,Home Improvement,5272.43,60,Approved,Disbursed,15.49,10.04
APP0004525,CUST000359,2024-01-27,Credit Card Refinancing,11882.3,36,Rejected,Risk Assessment,,36.51
APP0004526,CUST001718,2023-10-15,Major Purchase,7315.65,60,Abandoned In Funnel,Pre-Qualification,,24.66
APP0004527,CUST000795,2022-04-27,Home Improvement,11602.03,60,Abandoned In Funnel,Pre-Qualification,,20.12
APP0004528,CUST004241,2024-11-17,Home Improvement,25172.75,36,Abandoned In Funnel,Pre-Qualification,,7.21
APP0004529,CUST000079,2022-08-08,Credit Card Refinancing,16795.25,36,Approved,Disbursed,11.81,10.47
APP0004530,CUST000911,2024-04-18,Major Purchase,16048.38,36,Approved,Disbursed,9.13,18.35
APP0004531,CUST000526,2022-10-31,Credit Card Refinancing,11403.21,36,Rejected,Risk Assessment,,29.82
APP0004532,CUST001062,2023-04-26,Small Business,12274.55,36,Abandoned In Funnel,Final Offer,,9.55
APP0004533,CUST000632,2023-04-26,Home Improvement,19359.61,60,Approved,Disbursed,21.93,3.18
APP0004534,CUST001701,2024-04-30,Credit Card Refinancing,17010.63,36,Rejected,Pre-Qualification,,46.11
APP0004535,CUST000715,2024-03-28,Debt Consolidation,24925.15,36,Rejected,Risk Assessment,,2.29
APP0004536,CUST001117,2024-11-02,Home Improvement,16475.76,36,Approved,Disbursed,19.91,5.72
APP0004537,CUST004739,2025-06-29,Small Business,9930.86,60,Approved,Disbursed,23.25,24.09
APP0004538,CUST003347,2023-04-03,Debt Consolidation,32740.94,36,Approved,Disbursed,12.29,23.39
APP0004539,CUST003107,2023-01-17,Credit Card Refinancing,2610.79,36,Approved,Disbursed,21.37,2.7
APP0004540,CUST001866,2024-03-29,Major Purchase,14157.49,36,Approved,Disbursed,25.12,5.41
APP0004541,CUST004106,2022-11-15,Major Purchase,59441.03,60,Approved,Disbursed,21.77,19.96
APP0004542,CUST003793,07/05/2024,Major Purchase,16149.67,60,Abandoned In Funnel,Final Offer,,10.85
APP0004543,CUST002263,2022-02-06,Debt Consolidation,25240.24,36,Rejected,Document Verification,,17.77
APP0004544,CUST000911,2025-05-29,Major Purchase,4184.05,36,Approved,Disbursed,15.78,17.93
APP0004545,CUST001549,2022-08-29,Credit Card Refinancing,36645.19,36,Approved,Disbursed,7.73,
APP0004546,CUST004111,2024-05-06,Major Purchase,48694.55,36,Approved,Disbursed,18.9,42.4
APP0004547,CUST003720,2024-10-06,Major Purchase,19441.37,36,Approved,Disbursed,20.6,
APP0004548,CUST002000,2022-12-20,Credit Card Refinancing,14480.43,36,Rejected,Risk Assessment,,
APP0004549,CUST001510,2023-09-29,Major Purchase,7671.19,36,Approved,Disbursed,21.08,17.43
APP0004550,CUST004249,2025-06-18,Debt Consolidation,14095.44,60,Abandoned In Funnel,Document Verification,,13.94
APP0004551,CUST004471,2023-12-18,Credit Card Refinancing,15892.13,36,Abandoned In Funnel,Document Verification,,
APP0004552,CUST004417,2025-02-08,Home Improvement,9678.77,36,Abandoned In Funnel,Document Verification,,17.79
APP0004553,CUST002108,28/01/2023,Small Business,16814.46,60,Rejected,Document Verification,,24.5
APP0004554,CUST004158,2022-06-26,Small Business,23815.07,36,Rejected,Document Verification,,14.48
APP0004555,CUST001181,2023-07-11,Credit Card Refinancing,20176.99,60,Rejected,Pre-Qualification,,11.08
APP0004556,CUST004252,28/11/2024,Credit Card Refinancing,10725.15,36,Approved,Disbursed,23.92,12.37
APP0004557,CUST002098,2024-12-12,Debt Consolidation,16597.64,36,Approved,Disbursed,26.35,31.95
APP0004558,CUST002969,04/11/2024,Home Improvement,9218.65,36,Abandoned In Funnel,Pre-Qualification,,26.27
APP0004559,CUST001689,2023-04-14,Debt Consolidation,34718.38,36,Rejected,Risk Assessment,,23.31
APP0004560,CUST000010,12/02/2023,Small Business,10967.33,60,Approved,Disbursed,7.96,10.75
APP0004561,CUST000208,10/01/2024,Credit Card Refinancing,20632.63,36,Rejected,Risk Assessment,,21.73
APP0004562,CUST000963,14/06/2024,Debt Consolidation,4810.93,36,Approved,Disbursed,27.46,27.28
APP0004563,CUST004511,21/10/2022,Home Improvement,9579.38,36,Rejected,Document Verification,,10.86
APP0004564,CUST001493,2023-09-04,Debt Consolidation,5653.99,36,Approved,Disbursed,27.12,1.58
APP0004565,CUST004879,2023-09-05,Major Purchase,15936.85,60,Approved,Disbursed,22.45,9.26
APP0004566,CUST003373,27/07/2023,Major Purchase,8750.37,36,Rejected,Risk Assessment,,11.22
APP0004567,CUST004043,19/07/2024,Small Business,24988.22,60,Approved,Disbursed,14.48,29.7
APP0004568,CUST004415,2023-12-27,Debt Consolidation,31572.57,60,Approved,Disbursed,7.99,29.5
APP0004569,CUST003692,13/03/2022,Credit Card Refinancing,21763.51,60,Approved,Disbursed,13.7,5.96
APP0004570,CUST001827,30/06/2024,Credit Card Refinancing,7202.86,60,Rejected,Pre-Qualification,,12.16
APP0004571,CUST001062,2022-07-19,Debt Consolidation,15560.84,36,Abandoned In Funnel,Document Verification,,33.99
APP0004572,CUST004747,2025-12-30,Major Purchase,6784.87,36,Abandoned In Funnel,Pre-Qualification,,19.54
APP0004573,CUST004609,2024-05-19,Home Improvement,6168.69,36,Rejected,Pre-Qualification,,10.1
APP0004574,CUST001080,21/07/2022,Debt Consolidation,6570.16,36,Abandoned In Funnel,Pre-Qualification,,11.29
APP0004575,CUST003861,2025-02-12,Debt Consolidation,11230.45,60,Abandoned In Funnel,Document Verification,,25.75
APP0004576,CUST000990,2022-05-01,Credit Card Refinancing,9727.35,36,Rejected,Pre-Qualification,,21.04
APP0004577,CUST002806,2024-07-15,Credit Card Refinancing,9483.09,36,Approved,Disbursed,5.71,26.81
APP0004578,CUST003611,2024-05-29,Major Purchase,12295.29,60,Rejected,Pre-Qualification,,12.6
APP0004579,CUST002785,09/01/2025,Debt Consolidation,42873.78,60,Rejected,Risk Assessment,,9.96
APP0004580,CUST002945,2024-09-19,Debt Consolidation,34367.94,36,Rejected,Risk Assessment,,39.39
APP0004581,CUST003668,2023-09-10,Debt Consolidation,28737.29,36,Approved,Disbursed,9.14,18.25
APP0004582,CUST004765,2025-11-02,Home Improvement,9292.7,36,Approved,Disbursed,6.68,14.26
APP0004583,CUST002667,2024-04-05,Home Improvement,7168.36,36,Approved,Disbursed,21.32,23.7
APP0004584,CUST001250,2023-03-02,Home Improvement,30477.62,60,Approved,Disbursed,6.21,45.96
APP0004585,CUST001392,2023-09-12,Major Purchase,5980.46,36,Rejected,Pre-Qualification,,11.8
APP0004586,CUST001229,2024-08-03,Credit Card Refinancing,9400.47,36,Approved,Disbursed,25.85,31.46
APP0004587,CUST003968,2023-05-08,Small Business,21949.34,60,Abandoned In Funnel,Final Offer,,23.2
APP0004588,CUST002628,2023-04-20,Small Business,10474.43,60,Approved,Disbursed,5.67,15.74
APP0004589,CUST000690,2025-09-13,Home Improvement,26846.3,60,Approved,Disbursed,25.95,16.5
APP0004590,CUST001440,2025-07-04,Credit Card Refinancing,7931.0,60,Approved,Disbursed,25.46,25.12
APP0004591,CUST002666,2025-04-27,Debt Consolidation,9834.63,60,Approved,Disbursed,5.95,11.67
APP0004592,CUST002379,2023-11-30,Credit Card Refinancing,4209.0,36,Approved,Disbursed,13.27,2.62
APP0004593,CUST003296,2022-08-07,Credit Card Refinancing,16808.84,36,Rejected,Document Verification,,12.29
APP0004594,CUST004476,2023-08-17,Home Improvement,2228.85,36,Approved,Disbursed,12.03,36.94
APP0004595,CUST000053,2022-01-03,Debt Consolidation,5846.56,36,Rejected,Risk Assessment,,
APP0004596,CUST000837,2025-07-02,Small Business,21151.5,36,Approved,Disbursed,16.35,13.07
APP0004597,CUST003963,2022-10-13,Debt Consolidation,21006.75,36,Rejected,Document Verification,,8.12
APP0004598,CUST003727,2023-11-24,Home Improvement,10745.57,36,Approved,Disbursed,7.59,25.11
APP0004599,CUST003830,2022-03-05,Credit Card Refinancing,8554.47,36,Approved,Disbursed,8.2,22.73
APP0004600,CUST001822,10/01/2023,Debt Consolidation,7255.37,36,Rejected,Document Verification,,27.04
APP0004601,CUST002436,2025-12-17,Major Purchase,7378.11,60,Rejected,Document Verification,,7.53
APP0004602,CUST002756,2023-04-04,Debt Consolidation,21619.8,36,Rejected,Pre-Qualification,,19.1
APP0004603,CUST000072,2023-06-10,Credit Card Refinancing,3854.72,36,Approved,Disbursed,6.04,3.38
APP0004604,CUST001934,2025-09-12,Small Business,17685.84,36,Rejected,Risk Assessment,,6.13
APP0004605,CUST001099,2023-03-30,Credit Card Refinancing,30760.19,60,Abandoned In Funnel,Pre-Qualification,,9.18
APP0004606,CUST000735,2024-08-10,Debt Consolidation,10399.16,60,Approved,Disbursed,21.43,29.89
APP0004607,CUST003084,2024-05-20,Debt Consolidation,22857.89,36,Approved,Disbursed,24.82,
APP0004608,CUST001513,2022-06-04,Credit Card Refinancing,16096.23,36,Approved,Disbursed,7.69,31.56
APP0004609,CUST004443,2022-04-29,Credit Card Refinancing,30000.0,36,Rejected,Pre-Qualification,,
APP0004610,CUST000762,2022-09-09,Major Purchase,62425.44,60,Approved,Disbursed,23.88,23.63
APP0004611,CUST004613,2025-01-24,Small Business,27008.71,36,Rejected,Document Verification,,32.74
APP0004612,CUST000881,2022-10-23,Debt Consolidation,2650.55,36,Abandoned In Funnel,Pre-Qualification,,26.98
APP0004613,CUST000862,2022-07-18,Home Improvement,3633.28,36,Approved,Disbursed,17.4,20.5
APP0004614,CUST004990,2023-10-09,Credit Card Refinancing,13319.89,60,Abandoned In Funnel,Pre-Qualification,,28.0
APP0004615,CUST002893,2025-05-13,Debt Consolidation,4805.67,36,Abandoned In Funnel,Document Verification,,31.16
APP0004616,CUST003836,2025-06-15,Debt Consolidation,16738.93,36,Approved,Disbursed,22.91,13.54
APP0004617,CUST002937,26/09/2024,Debt Consolidation,12038.41,36,Approved,Disbursed,23.2,14.73
APP0004618,CUST001453,2025-08-20,Credit Card Refinancing,37827.88,60,Rejected,Document Verification,,11.87
APP0004619,CUST003397,2022-06-18,Credit Card Refinancing,21500.52,60,Rejected,Document Verification,,14.32
APP0004620,CUST001358,2025-03-28,Debt Consolidation,7389.95,36,Abandoned In Funnel,Pre-Qualification,,18.37
APP0004621,CUST004950,2025-09-29,Small Business,21189.58,60,Abandoned In Funnel,Document Verification,,14.65
APP0004622,CUST004497,2023-02-24,Debt Consolidation,18112.17,36,Approved,Disbursed,16.09,8.02
APP0004623,CUST000211,2023-11-22,Small Business,13203.43,60,Abandoned In Funnel,Document Verification,,28.6
APP0004624,CUST002478,2022-11-14,Credit Card Refinancing,9202.15,36,Approved,Disbursed,15.96,2.71
APP0004625,CUST002281,2025-06-23,Credit Card Refinancing,23227.16,36,Approved,Disbursed,18.95,3.62
APP0004626,CUST001270,2022-04-20,Home Improvement,12309.74,36,Abandoned In Funnel,Document Verification,,13.26
APP0004627,CUST004855,2023-01-05,Small Business,23409.49,60,Approved,Disbursed,15.03,23.93
APP0004628,CUST002199,10/02/2022,Credit Card Refinancing,11644.27,36,Approved,Disbursed,13.63,5.75
APP0004629,CUST003281,2024-11-07,Home Improvement,10924.85,60,Approved,Disbursed,10.62,20.26
APP0004630,CUST002648,28/09/2023,Debt Consolidation,42011.09,36,Approved,Disbursed,5.77,30.98
APP0004631,CUST004350,2025-07-19,Debt Consolidation,26805.28,36,Approved,Disbursed,17.62,8.68
APP0004632,CUST001958,2022-03-28,Major Purchase,18149.3,60,Rejected,Pre-Qualification,,9.74
APP0004633,CUST002152,2023-10-10,Major Purchase,33098.63,36,Approved,Disbursed,7.97,27.38
APP0004634,CUST004215,27/06/2025,Home Improvement,10582.01,60,Rejected,Pre-Qualification,,31.94
APP0004635,CUST001996,2023-08-29,Home Improvement,53356.35,36,Approved,Disbursed,16.42,39.44
APP0004636,CUST001574,2025-10-09,Small Business,29656.3,60,Rejected,Pre-Qualification,,28.41
APP0004637,CUST004302,2024-07-02,Home Improvement,4081.0,36,Rejected,Pre-Qualification,,21.8
APP0004638,CUST001903,09/03/2023,Home Improvement,9709.89,60,Rejected,Document Verification,,2.41
APP0004639,CUST001857,2025-04-22,Small Business,7975.05,36,Rejected,Document Verification,,12.16
APP0004640,CUST002556,2025-10-02,Debt Consolidation,12071.08,60,Abandoned In Funnel,Pre-Qualification,,3.37
APP0004641,CUST003164,2022-02-13,Debt Consolidation,30102.31,60,Approved,Disbursed,16.63,24.86
APP0004642,CUST002631,2022-12-29,Major Purchase,7430.38,60,Abandoned In Funnel,Pre-Qualification,,12.2
APP0004643,CUST004203,2024-10-06,Debt Consolidation,14214.48,60,Approved,Disbursed,18.1,23.66
APP0004644,CUST001739,2025-08-17,Debt Consolidation,40041.31,60,Abandoned In Funnel,Document Verification,,9.51
APP0004645,CUST004361,2023-03-31,Home Improvement,7896.79,36,Approved,Disbursed,18.74,15.0
APP0004646,CUST002968,2024-05-25,Major Purchase,6865.9,36,Approved,Disbursed,6.1,20.21
APP0004647,CUST000452,2024-10-06,Major Purchase,10590.05,60,Abandoned In Funnel,Pre-Qualification,,23.12
APP0004648,CUST004177,2024-03-30,Credit Card Refinancing,2810.63,36,Approved,Disbursed,14.83,
APP0004649,CUST002368,2023-11-27,Credit Card Refinancing,6436.35,36,Rejected,Document Verification,,12.98
APP0004650,CUST002965,2023-05-07,Credit Card Refinancing,6867.44,60,Abandoned In Funnel,Document Verification,,4.5
APP0004651,CUST001817,2025-07-11,Credit Card Refinancing,2801.51,36,Approved,Disbursed,19.0,13.94
APP0004652,CUST004740,2025-09-13,Credit Card Refinancing,10863.69,36,Approved,Disbursed,8.84,16.28
APP0004653,CUST001997,2024-12-26,Debt Consolidation,14122.22,60,Approved,Disbursed,15.9,7.26
APP0004654,CUST003894,2024-11-18,Debt Consolidation,9335.22,36,Abandoned In Funnel,Pre-Qualification,,17.51
APP0004655,CUST002333,2023-01-21,Debt Consolidation,12866.31,36,Rejected,Document Verification,,34.14
APP0004656,CUST002931,2025-06-02,Small Business,4630.2,60,Abandoned In Funnel,Document Verification,,15.17
APP0004657,CUST001188,2025-10-22,Debt Consolidation,54726.5,60,Approved,Disbursed,10.69,6.57
APP0004658,CUST003043,2023-08-01,Credit Card Refinancing,10945.96,36,Approved,Disbursed,17.45,15.4
APP0004659,CUST004046,2024-12-16,Credit Card Refinancing,23257.34,60,Rejected,Risk Assessment,,37.33
APP0004660,CUST004289,2024-09-17,Credit Card Refinancing,27442.12,60,Approved,Disbursed,14.89,10.82
APP0004661,CUST000583,2022-03-06,Debt Consolidation,9967.34,36,Abandoned In Funnel,Final Offer,,3.14
APP0004662,CUST004032,2024-10-01,Credit Card Refinancing,12092.68,36,Rejected,Document Verification,,20.19
APP0004663,CUST004063,2022-08-28,Debt Consolidation,24803.51,60,Abandoned In Funnel,Pre-Qualification,,9.7
APP0004664,CUST000550,2025-04-13,Credit Card Refinancing,8908.33,60,Abandoned In Funnel,Pre-Qualification,,10.03
APP0004665,CUST000169,2024-03-04,Credit Card Refinancing,46441.36,36,Approved,Disbursed,15.66,16.62
APP0004666,CUST001982,2025-06-20,Credit Card Refinancing,8887.38,36,Rejected,Risk Assessment,,
APP0004667,CUST004061,2022-01-18,Debt Consolidation,38710.46,60,Rejected,Risk Assessment,,3.17
APP0004668,CUST002651,2023-10-17,Debt Consolidation,27423.77,36,Rejected,Document Verification,,5.77
APP0004669,CUST000885,29/06/2022,Debt Consolidation,19829.79,60,Rejected,Risk Assessment,,10.5
APP0004670,CUST001807,19/09/2024,Home Improvement,17504.73,36,Approved,Disbursed,9.27,8.93
APP0004671,CUST002366,2022-06-25,Small Business,25031.1,36,Approved,Disbursed,21.67,11.33
APP0004672,CUST004658,2025-04-30,Debt Consolidation,13690.96,36,Rejected,Document Verification,,9.02
APP0004673,CUST001652,09/10/2023,Home Improvement,8244.66,36,Rejected,Pre-Qualification,,36.83
APP0004674,CUST004127,06/03/2024,Small Business,4233.09,60,Approved,Disbursed,12.32,8.56
APP0004675,CUST002168,2023-09-06,Home Improvement,9239.39,60,Approved,Disbursed,20.18,8.92
APP0004676,CUST000125,2024-08-13,Home Improvement,23152.94,36,Rejected,Document Verification,,24.39
APP0004677,CUST003423,16/08/2023,Home Improvement,9427.98,36,Approved,Disbursed,24.51,16.13
APP0004678,CUST001635,2023-03-30,Credit Card Refinancing,3242.76,36,Rejected,Risk Assessment,,31.3
APP0004679,CUST000061,2023-03-07,Debt Consolidation,10455.48,60,Rejected,Document Verification,,
APP0004680,CUST001687,2022-08-01,Home Improvement,22366.26,36,Approved,Disbursed,27.3,16.33
