customer_id,credit_score_fico,total_credit_lines,open_credit_lines,derogatory_public_records,revolving_utilization_rate,credit_history_length_months,inquiries_last_6_months
CUST002360,820,13,12,0,19.2,273,0
CUST003640,652,17,10,0,12.84,46,1
CUST004691,660,2,1,0,14.0,98,0
CUST000277,782,13,7,0,4.99,83,0
CUST001080,662,16,7,0,15.36,325,2
CUST004100,562,20,14,0,51.68,200,0
CUST003689,715,15,14,0,45.83,332,2
CUST003724,535,6,4,1,34.21,128,3
CUST000495,683,17,2,1,62.8,58,0
CUST001881,753,12,4,0,10.99,329,3
CUST003036,645,13,4,0,25.83,327,2
CUST000881,636,7,9,0,22.87,177,3
CUST001226,762,11,9,0,14.21,302,2
CUST004331,670,17,5,0,13.56,28,0
CUST003998,642,24,7,1,24.59,358,2
CUST003956,692,22,7,0,13.13,155,1
CUST001519,805,6,3,0,25.67,49,6
CUST004402,627,23,9,0,59.64,250,1
CUST003823,673,13,3,0,58.99,160,1
CUST003720,517,2,11,0,50.27,66,6
CUST002651,775,6,12,1,1.99,308,0
CUST001049,614,13,7,1,15.64,205,2
CUST002100,702,17,7,0,9.53,172,0
CUST002855,810,7,9,0,45.57,300,1
CUST000686,692,6,11,1,32.53,126,1
CUST003675,787,21,7,0,27.25,263,0
CUST001305,766,20,5,0,31.34,164,1
CUST001549,711,9,10,1,24.74,317,1
CUST003496,499,9,11,0,45.3,348,0
CUST001438,486,8,2,0,5.49,77,1
CUST002498,783,13,13,0,50.05,185,2
CUST003168,710,20,10,1,12.34,238,0
CUST004917,706,20,14,0,24.5,271,0
CUST001895,643,16,13,0,30.77,207,5
CUST001239,647,20,1,0,31.9,206,0
CUST004228,664,18,6,0,4.81,149,0
CUST002169,644,24,9,0,19.77,47,3
CUST003296,709,2,3,1,4.71,55,3
CUST004144,735,24,12,0,7.97,229,5
CUST003905,603,4,1,0,15.61,344,3
CUST001663,743,22,1,0,26.02,65,0
CUST002143,689,24,9,0,36.37,67,2
CUST001563,671,2,9,0,20.16,56,0
CUST004518,700,24,14,0,4.73,290,3
CUST002734,594,15,13,1,41.89,17,1
CUST003777,628,23,6,0,27.12,279,1
CUST001094,492,14,3,0,34.06,101,1
CUST002555,707,5,14,0,21.01,220,0
CUST002319,677,2,13,0,44.15,252,2
CUST001670,667,11,9,0,9.12,91,0
CUST003483,664,8,5,0,43.07,138,0
CUST000031,712,21,12,0,37.97,205,0
CUST004559,625,7,8,0,14.66,297,1
CUST000374,699,19,4,1,17.71,56,1
CUST000996,763,14,1,1,55.34,214,2
CUST003607,529,3,11,0,28.02,204,0
CUST001910,659,12,14,1,43.54,241,0
CUST000882,613,8,2,0,28.83,35,0
CUST001414,768,18,8,0,59.4,244,1
CUST004129,711,16,11,0,66.05,162,1
CUST004807,738,24,4,2,59.9,264,3
CUST004374,738,12,12,2,49.95,40,3
CUST003929,817,3,11,2,20.45,352,1
CUST003814,705,12,1,2,17.3,77,2
CUST004098,611,15,5,1,9.87,165,1
CUST004273,715,10,12,2,9.05,59,6
CUST001481,646,14,4,1,7.48,333,0
CUST001046,710,24,10,0,20.28,301,0
CUST000459,682,10,5,1,30.68,78,0
CUST000754,610,16,3,0,17.92,286,0
CUST000885,662,3,4,0,15.82,340,0
CUST003423,542,23,8,0,7.32,209,0
CUST003858,651,11,6,1,9.01,200,0
CUST003977,666,5,5,0,67.8,288,1
CUST004437,577,7,11,0,17.85,156,3
CUST001932,643,14,13,1,11.11,199,0
CUST004461,833,5,10,0,20.0,21,1
CUST003021,721,3,4,0,10.83,202,0
CUST003328,575,14,12,0,26.07,245,1
CUST003410,646,11,10,2,23.9,297,1
CUST002961,597,8,2,0,37.95,72,0
CUST004456,747,6,1,0,13.99,261,4
CUST000232,614,5,11,0,33.21,354,0
CUST000651,640,8,4,0,16.77,142,1
CUST002781,757,22,13,1,69.01,156,1
CUST000028,706,11,2,1,73.17,246,3
CUST003432,666,12,9,1,29.41,327,0
CUST004370,682,13,2,0,24.35,219,2
CUST000509,622,19,2,2,21.27,24,2
CUST001088,803,21,6,1,6.78,110,0
CUST000392,597,5,6,1,47.07,226,2
CUST001776,712,24,4,1,35.19,173,1
CUST001980,728,2,3,2,71.03,181,5
CUST002511,810,4,14,0,10.64,266,6
CUST003846,666,9,4,2,15.1,203,2
CUST003400,596,5,5,0,44.95,244,1
CUST002005,708,13,8,1,31.17,115,0
CUST001900,608,18,2,0,46.26,49,0
CUST001638,622,6,14,0,6.09,32,1
CUST002790,573,18,13,0,39.45,148,1
CUST003427,615,19,13,2,20.53,58,1
CUST001134,661,3,10,0,13.22,352,3
CUST003422,594,23,6,0,57.42,32,3
CUST004130,635,23,7,0,33.47,90,0
CUST000741,734,17,14,0,30.83,156,1
CUST002954,701,13,3,0,41.31,7,2
CUST004473,745,10,13,0,8.22,136,3
CUST004719,738,4,5,0,20.96,250,0
CUST001376,693,14,13,1,11.39,157,2
CUST001822,655,3,14,0,10.36,42,4
CUST001618,677,14,2,0,26.5,30,0
CUST003109,621,17,3,0,37.52,137,1
CUST004015,593,4,2,0,21.05,137,0
CUST004711,747,5,10,0,88.35,58,3
CUST000266,739,7,11,0,34.88,332,3
CUST000211,708,17,13,0,47.79,311,4
CUST002992,663,4,1,0,10.12,150,2
CUST001656,699,11,8,0,8.22,263,0
CUST001959,752,6,3,0,39.82,216,0
CUST000345,581,6,7,1,13.88,58,0
CUST000465,667,19,3,0,29.79,130,0
CUST001511,776,24,7,0,49.52,111,0
CUST002813,690,13,8,0,20.08,284,1
CUST003117,741,3,12,1,23.55,93,0
CUST000616,815,8,14,1,22.05,326,0
CUST001206,777,10,6,0,37.86,219,1
CUST004970,581,11,9,0,11.17,22,1
CUST004260,770,6,1,0,16.83,18,1
CUST002974,710,16,1,0,6.04,216,0
CUST001557,767,4,2,1,34.69,209,1
CUST001877,471,19,14,0,36.43,280,2
CUST004486,737,7,4,1,46.83,242,2
CUST002789,707,7,13,0,19.0,327,1
CUST000675,714,6,6,0,55.37,95,3
CUST002178,591,14,9,2,39.62,51,1
CUST000191,702,23,5,0,34.36,239,0
CUST003035,731,4,9,0,15.98,75,2
CUST004859,804,6,5,0,14.7,300,0
CUST000567,719,4,2,0,40.79,327,0
CUST001494,727,3,9,0,38.22,134,0
CUST001892,680,16,9,0,15.36,82,0
CUST001570,574,13,7,0,56.96,157,1
CUST002614,739,2,4,0,17.83,249,3
CUST002010,683,11,5,2,26.2,250,0
CUST003463,790,3,1,0,9.29,217,1
CUST004788,623,9,6,1,44.02,195,0
CUST004707,728,6,9,0,11.48,127,1
CUST000777,666,19,10,0,31.96,187,0
CUST004459,786,3,13,0,52.6,41,0
CUST003244,631,22,6,1,15.08,41,1
CUST002732,693,19,9,2,42.13,224,5
CUST000043,666,14,11,0,139.17,50,1
CUST003620,775,10,2,0,12.73,220,2
CUST003555,717,24,5,0,38.4,244,0
CUST001536,535,7,12,0,35.87,148,1
CUST001940,602,24,3,0,5.1,148,3
CUST002702,494,24,7,0,19.33,78,1
CUST003112,734,17,2,0,7.7,338,0
CUST000300,460,16,1,2,5.92,324,0
CUST002683,724,21,10,1,46.9,331,1
CUST000691,656,16,7,0,12.37,79,0
CUST001412,777,10,8,0,19.58,326,0
CUST000934,605,7,6,1,8.8,16,0
CUST001995,640,17,3,0,38.78,279,0
CUST000186,692,12,10,1,10.08,39,0
CUST002357,593,22,3,0,35.4,254,1
CUST004825,675,14,3,0,42.35,227,0
CUST001594,602,4,11,0,9.29,263,1
CUST002129,726,14,5,0,35.02,253,5
CUST002015,736,17,10,0,10.33,320,1
CUST001359,760,5,14,0,41.4,182,3
CUST000366,596,4,13,0,35.32,340,0
CUST001142,751,17,4,0,166.57,297,2
CUST004645,559,8,12,1,27.77,173,1
CUST000845,579,24,10,0,22.84,279,0
CUST003740,702,10,10,1,26.21,201,0
CUST003894,574,24,9,0,12.02,54,1
CUST003399,772,20,14,1,36.13,273,2
CUST001720,746,14,1,0,41.2,26,0
CUST003781,850,24,14,0,26.54,256,2
CUST001125,645,2,13,0,23.64,235,3
CUST002691,721,7,9,0,25.08,90,2
CUST002187,688,9,12,1,24.98,17,3
CUST004345,671,7,8,1,13.26,182,2
CUST002533,796,17,6,0,30.87,249,2
CUST004186,657,22,9,2,9.15,164,3
CUST002490,684,24,6,0,31.43,298,1
CUST003668,724,7,7,0,14.51,193,3
CUST003250,757,8,4,2,21.4,149,2
CUST004491,627,8,6,0,73.05,336,0
CUST000330,763,10,13,0,23.33,104,0
CUST003401,735,16,3,1,26.29,345,3
CUST004899,685,20,12,0,9.96,160,0
CUST000202,650,10,5,0,52.69,237,6
CUST003145,792,14,10,0,9.1,236,2
CUST004396,789,22,4,3,42.44,65,0
CUST003923,604,11,4,0,40.26,228,0
CUST000054,570,5,2,0,60.85,148,2
CUST002370,682,9,6,0,41.38,107,0
CUST000789,586,2,3,0,36.68,28,0
CUST003141,624,16,7,0,20.19,295,0
CUST001552,587,21,9,0,9.07,48,0
CUST004163,758,8,12,1,7.17,271,0
CUST004317,620,7,1,0,26.87,240,0
CUST002400,650,19,6,0,22.29,136,2
CUST002824,735,17,7,0,2.95,21,1
CUST000656,773,3,9,1,35.21,341,0
CUST003076,643,20,12,0,9.5,237,2
CUST002030,744,20,4,1,36.6,116,1
CUST002072,759,21,7,0,16.77,328,1
CUST004198,597,6,12,0,7.61,338,1
CUST003543,764,6,8,0,12.67,317,0
CUST003413,730,21,6,0,29.8,206,2
CUST000251,590,24,5,0,39.55,51,0
CUST001333,700,24,2,0,7.03,163,1
CUST003439,588,16,1,1,4.09,123,3
CUST003307,633,10,12,1,54.28,152,1
CUST004654,654,8,14,2,9.17,69,1
CUST000951,753,6,3,0,29.15,24,1
CUST000823,699,4,8,1,20.51,263,0
CUST002448,710,22,5,3,38.48,117,6
CUST004391,633,19,12,0,14.66,71,2
CUST002949,665,17,10,2,36.28,139,0
CUST000396,562,14,5,2,9.2,65,1
CUST003182,717,19,9,0,12.78,66,3
CUST004154,702,18,9,0,17.4,86,3
CUST000065,751,18,9,0,26.01,275,4
CUST003218,740,13,12,2,12.25,228,0
CUST000870,514,11,13,0,20.49,18,0
CUST002482,624,21,8,0,23.23,269,4
CUST002839,850,16,10,0,47.46,222,2
CUST003602,689,22,8,0,18.77,311,4
CUST000851,797,16,2,0,21.48,271,0
CUST001923,680,12,2,0,10.39,213,2
CUST001641,653,11,5,0,10.69,100,1
CUST002283,591,15,6,0,14.6,123,2
CUST003626,695,14,5,0,8.09,172,1
CUST004060,640,24,14,2,43.83,36,2
CUST002197,741,17,8,0,38.21,120,0
CUST004266,773,17,11,1,44.38,54,5
CUST004564,607,10,1,0,47.49,204,1
CUST004721,614,14,6,0,23.99,120,3
CUST004517,680,15,14,2,40.73,33,0
CUST003880,643,16,10,1,78.17,223,0
CUST003314,672,18,10,0,29.72,97,0
CUST000129,687,23,14,0,19.42,146,2
CUST001684,806,2,5,0,53.18,332,0
CUST004942,733,17,2,0,27.92,286,2
CUST002701,794,20,11,0,30.1,198,0
CUST000621,605,20,8,3,21.52,357,1
CUST003237,731,3,7,0,23.1,222,0
CUST002233,800,5,10,1,3.25,85,0
CUST002923,676,6,5,0,19.68,327,2
CUST000402,683,7,2,1,39.39,289,3
CUST000590,650,9,2,0,21.75,142,3
CUST000774,704,9,1,0,12.61,173,0
CUST000082,553,22,11,0,11.32,162,5
CUST004644,727,15,8,0,40.29,103,3
CUST000163,679,8,12,0,22.0,321,0
CUST003448,550,4,6,1,20.43,261,3
CUST001329,737,13,2,1,66.7,160,0
CUST004423,781,20,6,0,28.97,327,0
CUST001592,668,14,4,1,33.23,298,3
CUST003444,685,22,14,0,25.63,230,4
CUST002619,570,2,3,1,24.77,169,1
CUST003832,580,8,12,1,11.54,21,2
CUST003584,697,7,9,0,29.2,61,0
CUST003969,546,10,3,0,30.46,101,2
CUST001055,625,22,8,0,21.53,56,3
CUST000912,574,2,10,0,53.56,244,0
CUST004896,646,9,8,0,60.35,102,2
CUST001238,0,23,5,0,13.79,138,3
CUST000306,667,18,6,0,54.11,104,2
CUST001797,750,22,5,0,29.29,117,2
CUST004059,667,19,12,0,44.22,173,0
CUST002049,748,2,4,0,20.37,248,3
CUST001174,638,13,3,0,3.67,166,1
CUST004218,791,23,8,2,23.18,252,0
CUST003985,638,15,6,0,43.43,194,2
CUST004974,691,20,1,2,15.33,265,2
CUST004465,548,2,8,0,28.29,69,2
CUST000698,750,23,4,0,11.24,97,4
CUST001872,558,7,2,1,21.32,113,0
CUST004072,0,21,5,0,25.98,288,0
CUST000716,632,23,2,2,19.62,123,4
CUST002343,584,2,2,0,24.78,26,2
CUST003811,690,22,10,0,33.47,45,1
CUST004856,604,22,6,1,72.57,212,0
CUST000635,734,23,5,0,30.49,271,3
CUST000180,647,22,10,0,9.0,25,0
CUST000943,673,18,11,0,19.18,337,3
CUST003384,658,4,8,1,36.41,107,1
CUST004489,556,24,10,0,29.43,318,1
CUST002858,703,6,11,0,17.38,359,1
CUST002791,640,17,3,0,30.64,130,1
CUST003116,620,17,8,1,20.97,333,0
CUST003915,661,24,8,0,32.71,55,1
CUST002363,829,7,4,0,26.75,194,1
CUST003143,589,19,8,0,44.37,254,1
CUST001101,531,19,14,0,46.15,44,1
CUST001401,737,20,4,0,10.23,296,0
CUST001975,639,18,10,0,17.94,75,0
CUST000720,627,12,12,0,41.41,252,0
CUST004034,624,11,4,1,2.69,345,0
CUST003049,759,19,4,0,21.63,150,0
CUST004881,678,19,11,0,10.31,269,0
CUST001833,614,20,6,0,22.05,9,0
CUST003596,684,24,11,0,29.93,49,2
CUST000745,707,14,14,0,13.64,12,2
CUST001319,655,11,12,0,194.94,134,0
CUST001729,700,12,6,1,31.47,196,0
CUST001325,706,2,1,0,34.9,26,1
CUST000483,497,14,4,1,11.44,311,1
CUST001104,805,5,3,2,30.91,60,0
CUST004939,707,18,9,0,30.09,296,1
CUST002341,544,6,10,0,18.59,258,0
CUST004524,751,7,9,0,42.03,195,0
CUST002011,811,9,1,0,24.88,144,0
CUST004698,700,18,2,0,13.7,359,0
CUST002183,665,13,9,0,32.65,256,0
CUST000183,752,19,11,0,9.44,134,2
CUST003379,659,10,11,0,7.76,60,3
CUST004979,643,7,2,0,13.87,239,4
CUST003895,671,23,6,3,61.17,92,2
CUST000460,706,22,2,3,2.11,125,0
CUST001231,694,23,5,0,36.33,308,0
CUST003892,702,20,7,0,30.82,335,0
CUST003812,548,14,1,0,10.05,149,1
CUST004114,633,4,6,0,24.8,199,0
CUST003692,760,18,8,0,20.12,77,0
CUST002989,626,5,7,0,31.7,167,4
CUST001244,550,14,10,0,31.82,49,0
CUST000497,839,19,8,0,21.69,330,0
CUST001985,833,24,12,0,23.38,148,0
CUST004313,786,11,5,0,10.26,271,0
CUST004571,675,22,14,0,31.16,240,1
CUST003097,721,6,1,3,9.12,73,2
CUST003601,611,21,3,0,36.65,43,1
CUST003588,645,13,5,0,73.3,188,1
CUST001868,611,7,12,3,18.72,229,3
CUST001628,736,7,11,0,21.4,25,0
CUST004268,850,23,11,0,15.99,142,0
CUST000601,665,15,5,0,46.69,320,0
CUST000100,762,3,13,0,32.72,269,0
CUST000430,776,5,9,1,49.14,274,3
CUST000974,707,3,3,0,31.74,271,0
CUST003319,735,7,5,0,29.56,64,0
CUST004332,704,2,2,1,27.41,291,4
CUST003318,760,11,2,0,39.11,160,0
CUST000289,560,24,5,0,10.41,124,1
CUST003305,999,23,13,0,25.57,11,1
CUST000821,683,22,9,0,2.12,126,2
CUST000536,673,9,14,0,9.82,352,2
CUST002478,625,24,13,1,46.55,201,0
CUST004142,795,12,2,1,57.21,256,3
CUST000979,698,23,13,0,12.44,260,2
CUST000079,773,14,8,0,24.6,182,3
CUST000830,699,13,13,1,11.94,288,0
CUST000731,771,6,3,1,41.77,105,0
CUST002484,731,20,3,0,11.96,83,0
CUST002045,669,19,13,0,12.41,27,1
CUST000227,785,16,14,2,64.47,102,0
CUST003926,730,13,2,0,41.51,209,0
CUST003963,672,15,4,0,6.15,270,3
CUST000660,544,12,12,1,7.48,227,3
CUST002620,731,6,13,0,33.35,24,0
CUST000522,842,20,7,0,22.67,218,0
CUST002994,747,3,5,1,19.59,8,0
CUST004153,705,5,3,0,24.6,202,2
CUST001145,620,10,11,1,4.69,316,2
CUST004969,547,9,8,0,25.47,16,2
CUST001550,756,16,8,0,65.61,344,3
CUST003171,709,15,8,0,3.81,264,3
CUST001250,589,24,4,0,27.23,275,6
CUST004731,654,8,3,0,63.86,192,0
CUST004148,655,22,8,0,29.99,231,4
CUST003718,721,9,6,0,30.17,19,1
CUST003326,684,5,7,0,56.22,227,0
CUST000868,768,9,14,0,37.55,308,1
CUST001884,832,10,1,1,14.78,335,0
CUST002671,715,12,13,0,32.9,135,0
CUST003721,512,10,11,1,35.99,163,0
CUST003456,743,18,10,0,21.46,187,2
CUST003346,738,19,14,0,19.74,201,0
CUST002205,747,22,12,2,7.92,201,1
CUST003013,800,10,14,0,19.36,138,4
CUST004918,776,14,6,0,19.7,21,1
CUST001738,710,3,3,0,40.64,173,5
CUST001011,523,18,7,0,40.55,261,0
CUST003374,730,22,3,0,22.74,245,3
CUST000652,753,24,2,2,14.76,265,5
CUST001296,821,13,3,2,8.92,130,1
CUST004885,789,5,10,0,14.14,98,0
CUST000855,787,3,7,0,29.71,334,0
CUST002170,623,11,1,0,26.56,210,1
CUST002933,694,5,9,3,38.73,128,2
CUST002289,523,2,8,2,23.67,139,1
CUST001345,606,18,9,0,28.71,144,2
CUST003654,703,13,3,1,5.18,11,2
CUST002804,654,10,9,1,21.34,11,0
CUST000614,664,19,12,2,16.16,8,3
CUST003212,801,23,3,0,14.41,345,2
CUST001022,466,12,5,1,27.22,107,1
CUST000469,755,11,5,0,60.7,89,0
CUST002087,814,11,9,0,41.83,51,1
CUST004519,709,8,12,0,20.53,69,1
CUST001271,699,16,1,1,27.83,242,0
CUST003220,758,17,2,0,37.2,136,6
CUST003758,706,5,11,0,17.74,49,2
CUST000177,643,13,6,3,43.5,307,0
CUST003415,794,16,5,0,20.34,333,1
CUST000560,567,22,12,1,51.97,176,3
CUST000408,642,18,14,0,35.94,233,0
CUST004863,646,7,4,1,33.02,265,0
CUST004836,669,4,3,0,26.22,282,4
CUST004805,653,14,1,0,38.86,25,0
CUST003441,547,3,9,0,20.27,323,1
CUST000301,751,24,1,0,10.84,319,1
CUST004390,747,5,7,0,23.08,285,5
CUST001177,647,7,5,1,49.5,32,1
CUST002767,736,12,2,0,189.21,354,5
CUST004774,794,4,4,0,32.83,272,0
CUST002464,670,11,10,0,25.58,52,0
CUST001195,749,10,11,0,15.64,135,0
CUST003813,663,20,2,0,28.64,10,0
CUST004852,737,3,7,1,12.57,47,6
CUST004813,850,24,4,1,24.17,52,5
CUST004002,745,20,8,1,34.04,93,0
CUST004816,657,2,1,1,7.56,163,1
CUST003529,683,22,9,0,35.52,182,0
CUST003656,636,8,8,0,8.05,26,0
CUST002216,683,11,13,0,44.94,250,2
CUST001690,632,19,7,0,15.48,100,3
CUST002956,674,6,13,0,12.23,238,1
CUST002477,530,9,14,0,26.68,232,0
CUST004091,645,8,14,2,6.47,233,3
CUST004383,670,23,13,0,44.89,154,3
CUST000466,803,7,8,0,22.33,174,1
CUST003198,753,21,4,0,11.98,185,1
CUST004702,682,11,7,0,25.28,241,1
CUST003993,582,7,5,0,11.7,318,2
CUST004728,674,13,7,2,46.64,115,4
CUST003320,652,11,5,0,20.88,44,4
CUST001270,625,8,2,0,31.6,202,2
CUST004569,742,8,10,2,57.85,111,0
CUST004826,634,24,10,0,50.46,175,1
CUST003868,660,17,13,0,75.26,188,2
CUST003627,568,2,5,1,13.42,225,2
CUST000702,687,4,3,0,26.01,69,4
CUST001546,750,8,5,1,19.92,160,2
CUST002194,631,5,14,0,49.11,228,5
CUST004238,765,6,13,0,54.83,332,0
CUST000412,759,6,5,0,71.05,152,4
CUST003452,652,7,6,0,44.0,171,5
CUST002625,783,9,8,0,21.55,173,4
CUST004222,771,14,8,1,23.76,326,0
CUST001422,730,23,14,0,27.14,238,4
CUST001780,850,10,2,0,10.22,140,2
CUST002769,759,9,6,0,19.99,154,0
CUST004340,774,17,8,0,85.65,34,1
CUST003017,677,15,13,0,44.23,257,0
CUST002697,611,17,10,1,165.97,146,1
CUST000569,627,14,2,1,25.6,302,0
CUST002074,679,5,12,1,28.07,315,2
CUST003508,750,7,5,0,17.82,299,1
CUST002983,667,16,2,0,22.42,173,4
CUST003062,754,12,10,0,12.24,296,1
CUST002342,536,22,2,1,33.7,349,2
CUST002593,606,18,13,0,34.11,189,3
CUST003391,635,15,3,0,52.31,171,0
CUST002240,612,21,5,0,19.19,44,3
CUST000512,732,2,6,0,32.61,162,0
CUST001395,670,3,5,0,15.96,29,0
CUST004283,619,24,11,0,47.57,252,1
CUST002083,731,7,8,0,37.23,351,1
CUST004227,814,23,7,0,8.62,49,5
CUST000892,736,6,5,1,28.25,7,1
CUST004927,634,3,8,0,25.64,182,1
CUST001873,702,5,4,0,45.33,75,3
CUST002222,626,14,4,2,42.66,63,0
CUST000743,747,5,6,0,29.19,217,2
CUST001849,698,20,5,0,44.04,358,0
CUST003815,786,12,12,0,11.89,295,1
CUST001739,688,9,6,1,28.83,232,4
CUST000630,698,18,2,0,8.51,280,1
CUST004293,562,8,1,0,20.17,328,4
CUST000320,531,24,14,1,31.26,98,0
CUST000367,703,8,13,0,16.51,48,0
CUST004730,552,5,7,0,41.96,313,2
CUST001460,614,5,14,2,56.74,256,0
CUST003506,711,12,11,0,21.51,124,2
CUST001608,652,6,2,0,6.9,263,1
CUST001535,593,8,3,0,43.6,93,5
CUST002735,631,15,3,0,8.38,88,1
CUST004020,800,24,9,0,33.72,150,3
CUST002878,690,3,4,1,20.16,96,2
CUST001545,717,9,6,0,4.35,85,0
CUST004259,688,23,11,2,35.43,279,2
CUST004762,799,11,8,0,28.42,186,1
CUST004427,709,15,6,1,50.72,88,5
CUST001988,728,16,13,1,22.15,46,1
CUST001146,545,12,6,3,18.13,245,1
CUST002653,671,8,13,0,18.6,231,2
CUST000423,664,20,10,0,20.72,314,1
CUST002258,590,7,14,0,10.6,304,1
CUST003685,567,8,2,0,8.6,42,1
CUST002195,656,23,8,0,38.36,36,2
CUST000874,850,5,11,0,18.07,153,0
CUST001455,598,15,1,2,32.6,76,0
CUST001257,698,6,14,0,1.86,113,3
CUST000372,670,12,7,2,17.85,56,4
CUST003425,727,17,12,0,29.66,43,2
CUST003266,833,8,9,0,10.62,336,0
CUST004202,515,17,9,0,67.94,242,1
CUST000302,605,19,10,0,3.67,177,0
CUST000666,803,10,12,0,11.57,55,1
CUST002286,710,9,3,0,50.13,352,0
CUST000341,641,15,1,0,9.41,141,0
CUST004908,648,9,8,3,4.27,315,0
CUST004361,548,7,3,2,106.65,301,3
CUST000212,707,12,8,0,38.25,52,0
CUST002068,687,21,10,0,14.58,9,0
CUST003066,681,14,11,0,12.03,213,0
CUST003339,638,22,7,0,61.32,309,1
CUST003485,698,23,8,1,18.77,331,0
CUST003986,606,23,5,0,16.65,117,1
CUST002271,630,2,4,0,24.31,77,2
CUST002112,709,2,9,2,42.38,106,1
CUST003345,647,10,2,0,20.42,214,2
CUST001120,685,6,3,1,23.48,34,1
CUST001220,647,8,2,1,40.06,196,0
CUST000228,717,16,13,0,16.73,75,2
CUST003848,638,7,2,0,23.62,98,0
CUST001261,704,21,4,0,25.88,42,1
CUST004502,741,2,6,0,45.96,251,6
CUST004384,676,7,4,0,13.57,148,0
CUST001131,663,12,7,0,1.21,136,3
CUST004957,645,16,12,1,17.49,80,1
CUST002371,664,23,13,0,62.75,66,4
CUST001313,798,19,8,0,15.77,298,4
CUST003402,767,23,7,0,37.96,321,2
CUST000620,0,11,4,0,23.87,147,0
CUST001324,640,11,13,0,12.53,251,5
CUST004912,786,19,1,2,17.63,25,3
CUST002299,999,9,5,0,43.7,311,5
CUST002808,537,7,3,0,25.61,278,5
CUST001969,673,24,7,3,5.84,102,1
CUST004131,693,16,4,1,7.56,188,0
CUST003144,644,2,10,2,15.67,168,1
CUST000641,558,20,5,0,40.31,45,0
CUST004376,613,19,9,2,22.53,145,1
CUST001890,790,5,3,0,19.93,167,1
CUST004050,604,24,9,1,21.59,131,1
CUST003964,629,9,1,0,22.83,239,0
CUST002669,691,9,11,2,23.06,304,3
CUST001593,679,6,4,0,22.02,253,1
CUST002641,637,17,2,0,22.28,349,2
CUST002396,741,12,7,1,35.67,36,0
CUST003750,739,12,3,3,56.15,184,2
CUST002524,609,15,4,0,9.97,327,1
CUST004755,575,12,7,0,18.13,125,2
CUST002764,715,14,12,0,18.59,184,4
CUST000866,674,23,13,1,28.41,269,2
CUST001610,0,9,6,0,15.15,132,1
CUST001121,676,15,12,2,9.63,10,2
CUST004916,638,21,11,1,28.43,51,2
CUST002284,664,2,14,0,25.93,332,1
CUST003712,787,22,4,0,14.55,351,3
CUST001921,625,20,7,1,24.44,172,1
CUST001247,663,6,14,0,72.27,47,1
CUST001185,571,5,13,1,43.3,90,1
CUST002801,559,5,13,0,19.73,281,5
CUST001475,581,3,10,1,41.32,195,1
CUST001234,535,9,14,0,11.87,75,0
CUST000338,584,17,6,3,5.74,21,0
CUST003389,716,15,8,1,22.33,40,0
CUST002156,734,17,11,0,47.86,307,0
CUST003175,580,10,14,0,22.72,70,4
CUST003170,581,9,11,0,59.61,158,2
CUST002071,670,14,10,0,29.52,108,0
CUST003390,850,6,11,0,54.15,8,3
CUST003104,624,14,9,0,16.92,264,1
CUST002907,655,14,5,0,31.33,330,0
CUST000674,782,6,14,0,16.32,23,1
CUST001657,771,15,6,0,82.65,171,0
CUST001505,739,10,9,2,18.38,193,0
CUST004674,760,18,4,3,0.86,153,1
CUST000376,779,20,10,1,22.66,213,1
CUST004032,638,6,7,0,55.49,357,1
CUST003127,720,9,14,0,28.95,18,0
CUST000989,648,20,1,0,56.3,79,2
CUST003647,613,4,12,1,21.74,72,6
CUST000678,723,24,11,1,65.2,82,5
CUST001537,662,12,11,0,68.76,233,6
CUST002497,669,11,12,0,15.65,112,1
CUST001075,773,21,4,0,66.46,202,0
CUST001749,709,7,12,0,16.53,239,2
CUST002796,667,22,12,0,12.83,18,2
CUST000694,671,20,12,2,2.85,28,5
CUST003047,570,15,14,0,20.61,56,0
CUST004475,734,3,10,0,17.05,176,6
CUST003313,669,6,12,0,40.42,120,0
CUST003629,661,14,8,0,33.75,144,0
CUST004756,808,13,11,0,9.73,123,2
CUST001561,744,9,3,2,6.78,95,1
CUST004729,696,19,2,1,24.26,357,0
CUST001230,711,18,12,0,33.87,207,0
CUST004546,769,12,13,0,45.09,26,0
CUST003329,663,16,3,0,40.13,295,6
CUST002731,738,6,7,0,22.77,86,1
CUST003849,595,21,12,0,15.65,354,3
CUST002486,699,20,5,0,51.95,7,0
CUST003172,549,14,8,0,29.41,24,0
CUST003726,692,21,13,0,8.18,287,1
CUST001442,780,18,1,1,16.41,337,2
CUST004134,638,20,7,0,52.8,356,4
CUST004493,684,5,5,1,12.07,233,0
CUST000546,624,6,5,1,23.53,268,0
CUST000498,698,2,11,0,4.58,278,0
CUST000148,591,13,13,0,30.89,107,0
CUST004968,590,11,5,0,5.61,264,1
CUST001335,717,14,8,0,21.59,245,2
CUST001551,603,20,3,3,15.11,194,0
CUST003142,801,17,1,0,29.75,312,4
CUST001035,797,3,1,0,31.25,194,1
CUST001062,602,10,8,3,32.7,236,1
CUST004422,850,6,14,0,36.46,169,3
CUST000663,676,12,12,2,31.96,13,0
CUST000933,681,5,12,0,18.14,82,1
CUST001533,747,20,13,1,45.3,95,1
CUST001221,790,9,5,0,30.96,184,1
CUST004652,788,17,4,0,4.26,12,1
CUST004231,843,18,4,0,54.66,84,2
