transaction_id,loan_id,payment_date,payment_amount_due,payment_amount_received,payment_method,payment_status
TXN00008803,LOAN0005743,2024-07-28,308.6,317.02,ACH,Success
TXN00008804,LOAN0005778,2025-06-14,1200.32,1156.12,Auto-Pay,Success
TXN00008805,LOAN0005161,2025-01-10,549.37,575.65,Manual Check,Success
TXN00008806,LOAN0001441,2022-01-19,604.5,576.93,Manual Check,Success
TXN00008807,LOAN0004334,2022-10-07,1000.18,985.6,Auto-Pay,Success
TXN00008808,LOAN0007725,2024-05-22,896.71,931.59,Auto-Pay,Success
TXN00008809,LOAN0002690,2022-06-11,1415.96,1382.08,ACH,Success
TXN00008810,LOAN0005900,2022-11-26,649.75,680.53,Auto-Pay,Success
TXN00008811,LOAN0002124,2024-04-12,1542.0,1529.1,ACH,Success
TXN00008812,LOAN0000677,2023-01-29,967.43,976.1,Auto-Pay,Success
TXN00008813,LOAN0004777,2023-05-24,575.45,562.06,Manual Check,Success
TXN00008814,LOAN0001938,2024-05-13,521.7,523.25,Auto-Pay,Success
TXN00008815,LOAN0005043,27/10/2024,1622.29,1561.09,ACH,Success
TXN00008816,LOAN0001201,2022-08-14,633.51,642.72,Auto-Pay,Success
TXN00008817,LOAN0000126,2025-05-25,725.37,715.46,Auto-Pay,Success
TXN00008818,LOAN0002787,2024-05-02,1369.54,1365.18,Auto-Pay,Success
TXN00008819,LOAN0001810,2025-02-20,1255.7,1316.18,ACH,Success
TXN00008820,LOAN0006398,29/06/2025,1299.91,1244.35,Auto-Pay,Success
TXN00008821,LOAN0006019,2022-10-27,1855.82,0.0,Manual Check,Bounced/NSF
TXN00008822,LOAN0001042,2025-10-06,1510.63,1522.81,ACH,Success
TXN00008823,LOAN0004191,28/10/2025,905.54,899.28,ACH,Success
TXN00008824,LOAN0004432,2023-07-27,1555.65,1542.01,Auto-Pay,Success
TXN00008825,LOAN0004065,2023-12-05,364.28,346.1,Auto-Pay,Success
TXN00008826,LOAN0002652,2022-03-08,924.36,945.73,Manual Check,Success
TXN00008827,LOAN0005133,2022-02-22,522.24,515.76,ACH,Success
TXN00008828,LOAN0007328,2022-09-21,273.74,264.15,Auto-Pay,Success
TXN00008829,LOAN0007107,20/03/2023,1183.16,1157.66,Auto-Pay,Success
TXN00008830,LOAN0004116,2024-05-25,880.97,856.91,Manual Check,Success
TXN00008831,LOAN0001516,2024-01-17,1404.58,1399.7,Credit Card,Success
TXN00008832,LOAN0000516,2023-08-25,1118.97,0.0,Credit Card,Failed
TXN00008833,LOAN0008167,2024-05-26,1782.89,0.0,ACH,Bounced/NSF
TXN00008834,LOAN0000231,27/05/2023,279.63,267.23,ACH,Success
TXN00008835,LOAN0007878,2024-08-28,1250.25,1239.45,Auto-Pay,Success
TXN00008836,LOAN0001182,2024-11-16,233.45,228.37,ACH,Success
TXN00008837,LOAN0005009,2023-04-15,207.73,0.0,Auto-Pay,Failed
TXN00008838,LOAN0007558,2023-05-16,1169.58,0.0,Auto-Pay,Failed
TXN00008839,LOAN0006580,2023-03-29,1051.94,1041.27,ACH,Success
TXN00008840,LOAN0006932,2025-02-20,500.4,523.07,Auto-Pay,Success
TXN00008841,LOAN0006999,2023-12-24,935.79,897.89,ACH,Success
TXN00008842,LOAN0006834,2025-05-06,1901.56,1946.8,Credit Card,Success
TXN00008843,LOAN0007574,2024-12-15,504.1,0.0,ACH,Failed
TXN00008844,LOAN0004225,30/06/2024,857.83,840.43,Auto-Pay,Success
TXN00008845,LOAN0002958,2024-03-08,1197.55,1212.26,Credit Card,Success
TXN00008846,LOAN0001545,2023-02-27,1939.33,1961.6,Manual Check,Success
TXN00008847,LOAN0001390,2022-04-24,1075.09,1092.32,Credit Card,Success
TXN00008848,LOAN0007750,2023-03-23,353.02,370.19,Auto-Pay,Success
TXN00008849,LOAN0002386,2024-05-12,357.19,371.37,Auto-Pay,Success
TXN00008850,LOAN0004349,2023-05-01,425.58,407.94,ACH,Success
TXN00008851,LOAN0007236,2025-06-17,616.79,621.41,ACH,Success
TXN00008852,LOAN0006265,2023-02-10,1538.72,0.0,ACH,Failed
TXN00008853,LOAN0004883,2024-04-25,1123.43,1142.73,Auto-Pay,Success
TXN00008854,LOAN0000411,2024-01-13,1637.7,1564.23,Auto-Pay,Success
TXN00008855,LOAN0000284,2023-03-03,370.64,0.0,Credit Card,Failed
TXN00008856,LOAN0005452,2022-12-31,1890.82,1968.51,Auto-Pay,Success
TXN00008857,LOAN0003163,27/12/2023,641.79,653.11,Auto-Pay,Success
TXN00008858,LOAN0002699,2023-08-05,566.1,571.13,ACH,Success
TXN00008859,LOAN0002832,2022-03-07,1255.42,0.0,ACH,Bounced/NSF
TXN00008860,LOAN0006252,2022-06-08,1215.51,1263.34,Manual Check,Success
TXN00008861,LOAN0002186,2025-09-21,505.66,507.08,ACH,Success
TXN00008862,LOAN0002077,2025-04-19,1712.36,1634.5,Credit Card,Success
TXN00008863,LOAN0004964,2025-11-12,1676.66,1638.64,Auto-Pay,Success
TXN00008864,LOAN0003605,2023-11-27,1676.47,0.0,ACH,Bounced/NSF
TXN00008865,LOAN0003935,2023-01-17,888.64,888.45,ACH,Success
TXN00008866,LOAN0004840,2023-04-10,1110.85,1155.57,Auto-Pay,Success
TXN00008867,LOAN0002508,2024-01-04,1957.27,2035.26,Credit Card,Success
TXN00008868,LOAN0004377,2024-07-29,862.17,903.99,Credit Card,Success
TXN00008869,LOAN0005161,30/04/2025,1014.28,0.0,Credit Card,Bounced/NSF
TXN00008870,LOAN0004943,2024-06-12,875.47,0.0,Manual Check,Failed
TXN00008871,LOAN0002292,10/02/2025,1058.03,1059.64,ACH,Success
TXN00008872,LOAN0004610,2025-08-15,223.67,0.0,Credit Card,Failed
TXN00008873,LOAN0006506,2023-12-12,1430.45,1362.1,Credit Card,Success
TXN00008874,LOAN0000122,2024-11-17,679.25,672.23,ACH,Success
TXN00008875,LOAN0002770,2022-04-02,690.46,721.96,ACH,Success
TXN00008876,LOAN0005335,2023-08-04,1122.91,1084.65,Credit Card,Success
TXN00008877,LOAN0001960,2022-06-28,453.42,467.01,Auto-Pay,Success
TXN00008878,LOAN0007505,2025-11-24,705.56,0.0,Auto-Pay,Failed
TXN00008879,LOAN0005913,2022-11-24,676.72,679.93,Auto-Pay,Success
TXN00008880,LOAN0002855,2022-08-27,302.55,315.82,ACH,Success
TXN00008881,LOAN0000284,2024-03-14,563.71,0.0,ACH,Failed
TXN00008882,LOAN0006046,2025-01-24,1815.44,1874.61,ACH,Success
TXN00008883,LOAN0004815,2023-07-04,1436.33,0.0,ACH,Bounced/NSF
TXN00008884,LOAN0000604,22/11/2024,1969.53,0.0,Auto-Pay,Failed
TXN00008885,LOAN0000322,25/10/2025,1423.6,1459.32,Auto-Pay,Success
TXN00008886,LOAN0007406,2023-04-19,1209.88,1199.82,Auto-Pay,Success
TXN00008887,LOAN0007558,02/05/2025,1520.55,1457.79,ACH,Success
TXN00008888,LOAN0002508,2025-08-23,1347.5,1403.68,ACH,Success
TXN00008889,LOAN0003971,2025-08-26,1144.55,1191.9,Auto-Pay,Success
TXN00008890,LOAN0002550,2024-08-19,1399.91,1370.85,ACH,Success
TXN00008891,LOAN0008096,2023-03-05,607.56,610.39,ACH,Success
TXN00008892,LOAN0001580,2023-05-31,623.95,0.0,ACH,Bounced/NSF
TXN00008893,LOAN0002859,2025-07-19,1305.26,0.0,ACH,Failed
TXN00008894,LOAN0004164,2025-09-18,497.95,503.93,Manual Check,Success
TXN00008895,LOAN0002689,2022-10-20,200.32,204.3,ACH,Success
TXN00008896,LOAN0003908,2025-10-26,765.27,0.0,Manual Check,Failed
TXN00008897,LOAN0002554,2025-02-09,342.54,345.74,ACH,Success
TXN00008898,LOAN0007334,2023-12-18,1693.2,1760.89,ACH,Success
TXN00008899,LOAN0002146,2024-09-19,240.97,232.15,Manual Check,Success
TXN00008900,LOAN0007984,2025-07-03,475.01,458.43,ACH,Success
TXN00008901,LOAN0001687,27/10/2024,799.1,760.74,Auto-Pay,Success
TXN00008902,LOAN0000184,2024-02-19,216.39,224.84,Manual Check,Success
TXN00008903,LOAN0006019,2022-11-05,1127.07,0.0,ACH,Bounced/NSF
TXN00008904,LOAN0004027,2022-10-03,1624.88,0.0,ACH,Bounced/NSF
TXN00008905,LOAN0004160,14/02/2023,385.81,383.54,Manual Check,Success
TXN00008906,LOAN0002968,2025-05-15,1501.66,1530.52,ACH,Success
TXN00008907,LOAN0002094,2022-06-25,1323.18,1332.8,ACH,Success
TXN00008908,LOAN0004758,2025-01-06,1926.45,0.0,Auto-Pay,Failed
TXN00008909,LOAN0008002,2025-07-17,227.59,220.76,Auto-Pay,Success
TXN00008910,LOAN0005280,2024-08-18,1346.61,1382.47,ACH,Success
TXN00008911,LOAN0003027,2022-08-18,1603.66,1571.13,ACH,Success
TXN00008912,LOAN0000489,2023-11-15,1365.33,1322.67,Credit Card,Success
TXN00008913,LOAN0002567,2024-07-03,1277.07,1265.76,Credit Card,Success
TXN00008914,LOAN0007692,2022-05-05,1189.1,1225.84,ACH,Success
TXN00008915,LOAN0001272,05/09/2025,573.46,580.31,ACH,Success
TXN00008916,LOAN0007123,2025-11-23,1442.3,1396.63,Auto-Pay,Success
TXN00008917,LOAN0003274,2022-03-23,1051.49,1018.24,Auto-Pay,Success
TXN00008918,LOAN0006854,2023-01-30,633.9,658.05,ACH,Success
TXN00008919,LOAN0002854,2023-10-07,1676.68,1617.32,Auto-Pay,Success
TXN00008920,LOAN0001414,2022-07-27,402.09,0.0,ACH,Failed
TXN00008921,LOAN0000859,2022-01-18,445.49,423.49,Auto-Pay,Success
TXN00008922,LOAN0007334,20/05/2025,1850.28,1917.77,ACH,Success
TXN00008923,LOAN0003098,2024-06-17,505.49,490.94,ACH,Success
TXN00008924,LOAN0006671,23/05/2023,1420.52,1350.57,Auto-Pay,Success
TXN00008925,LOAN0006802,2022-05-21,225.42,221.56,ACH,Success
TXN00008926,LOAN0005023,2025-12-28,551.93,525.96,Manual Check,Success
TXN00008927,LOAN0002727,25/10/2025,1011.08,0.0,ACH,Failed
TXN00008928,LOAN0007254,2025-11-02,1055.87,1076.77,Manual Check,Success
TXN00008929,LOAN0007675,2024-10-06,1881.67,0.0,Auto-Pay,Bounced/NSF
TXN00008930,LOAN0000503,28/08/2023,432.62,434.51,Credit Card,Success
TXN00008931,LOAN0004837,2024-07-22,442.47,0.0,ACH,Failed
TXN00008932,LOAN0006205,2022-01-24,1587.34,1657.04,Credit Card,Success
TXN00008933,LOAN0005161,12/01/2025,1816.93,0.0,ACH,Failed
TXN00008934,LOAN0000054,2024-08-30,212.31,205.54,ACH,Success
TXN00008935,LOAN0002609,18/06/2023,445.43,456.4,Credit Card,Success
TXN00008936,LOAN0007064,2024-03-06,829.38,794.01,Auto-Pay,Success
TXN00008937,LOAN0007515,2024-07-29,1856.46,1895.04,Auto-Pay,Success
TXN00008938,LOAN0002156,14/03/2024,966.49,1007.34,ACH,Success
TXN00008939,LOAN0007427,02/04/2023,1906.66,1966.7,Auto-Pay,Success
TXN00008940,LOAN0000058,2023-12-01,479.31,0.0,Manual Check,Bounced/NSF
TXN00008941,LOAN0000508,2023-01-03,1970.61,1888.83,Manual Check,Success
TXN00008942,LOAN0005301,2022-10-16,1759.53,1846.19,Auto-Pay,Success
TXN00008943,LOAN0002559,2022-05-09,753.52,769.33,ACH,Success
TXN00008944,LOAN0007242,2022-01-20,1698.17,1736.17,Auto-Pay,Success
TXN00008945,LOAN0007419,2024-07-30,1228.05,1250.08,Auto-Pay,Success
TXN00008946,LOAN0001941,2023-02-25,1906.67,0.0,ACH,Failed
TXN00008947,LOAN0001968,2025-10-31,1094.65,0.0,ACH,Failed
TXN00008948,LOAN0004887,2024-11-15,1968.56,0.0,Auto-Pay,Bounced/NSF
TXN00008949,LOAN0003869,2024-11-18,1687.31,1707.3,Credit Card,Success
TXN00008950,LOAN0005852,2023-03-24,1926.49,2018.72,Auto-Pay,Success
TXN00008951,LOAN0001118,2023-10-10,1134.36,1173.58,Credit Card,Success
TXN00008952,LOAN0001620,2022-01-25,1904.44,1833.36,Auto-Pay,Success
TXN00008953,LOAN0003433,2022-05-31,1743.07,1699.72,Credit Card,Success
TXN00008954,LOAN0005947,2025-10-12,781.58,807.5,Auto-Pay,Success
TXN00008955,LOAN0001378,2023-03-15,511.31,486.12,ACH,Success
TXN00008956,LOAN0001404,2025-01-28,983.05,939.26,Auto-Pay,Success
TXN00008957,LOAN0007693,2025-04-05,1878.24,0.0,ACH,Bounced/NSF
TXN00008958,LOAN0003167,2025-08-10,1224.95,1225.14,Auto-Pay,Success
TXN00008959,LOAN0006094,2025-01-07,396.53,402.12,ACH,Success
TXN00008960,LOAN0007245,2022-01-23,501.04,477.84,Auto-Pay,Success
TXN00008961,LOAN0000778,2024-07-22,1185.1,1204.56,Auto-Pay,Success
TXN00008962,LOAN0003119,2023-10-29,676.2,708.67,Auto-Pay,Success
TXN00008963,LOAN0004620,2024-09-02,444.38,0.0,Auto-Pay,Bounced/NSF
TXN00008964,LOAN0004372,2024-10-11,236.84,245.28,Credit Card,Success
TXN00008965,LOAN0005417,2025-04-08,378.37,392.03,Auto-Pay,Success
TXN00008966,LOAN0000816,2025-12-09,1495.9,1477.75,Credit Card,Success
TXN00008967,LOAN0005956,2023-06-30,676.87,647.02,Auto-Pay,Success
TXN00008968,LOAN0007987,2022-02-28,973.52,0.0,Credit Card,Failed
TXN00008969,LOAN0003071,2024-04-04,671.13,0.0,Auto-Pay,Bounced/NSF
TXN00008970,LOAN0003265,2023-10-21,1988.19,1969.18,Auto-Pay,Success
TXN00008971,LOAN0000027,2024-06-04,1540.12,1572.83,Auto-Pay,Success
TXN00008972,LOAN0000829,08/04/2024,625.39,622.26,ACH,Success
TXN00008973,LOAN0003495,2025-04-28,1783.93,1789.49,Credit Card,Success
TXN00008974,LOAN0001269,2023-05-08,1194.25,0.0,Manual Check,Bounced/NSF
TXN00008975,LOAN0006894,2025-02-10,1740.9,1760.36,Auto-Pay,Success
TXN00008976,LOAN0003545,2023-04-04,1762.85,1703.12,Auto-Pay,Success
TXN00008977,LOAN0004468,2022-04-06,592.03,604.79,ACH,Success
TXN00008978,LOAN0008151,2023-08-23,964.06,983.45,Auto-Pay,Success
TXN00008979,LOAN0000693,2025-09-07,823.12,0.0,ACH,Failed
TXN00008980,LOAN0004531,2025-12-05,786.74,755.47,Auto-Pay,Success
TXN00008981,LOAN0002023,20/08/2025,930.41,922.4,ACH,Success
TXN00008982,LOAN0001681,07/06/2025,1104.89,0.0,Auto-Pay,Bounced/NSF
TXN00008983,LOAN0004969,2023-09-20,1454.17,1424.82,Manual Check,Success
TXN00008984,LOAN0005368,2022-02-17,430.11,435.51,Credit Card,Success
TXN00008985,LOAN0003575,2024-08-02,441.13,453.04,ACH,Success
TXN00008986,LOAN0001413,2022-05-23,425.66,0.0,Auto-Pay,Bounced/NSF
TXN00008987,LOAN0007231,03/01/2024,1228.26,1184.38,Manual Check,Success
TXN00008988,LOAN0006817,2023-03-21,1077.97,1054.15,Manual Check,Success
TXN00008989,LOAN0002252,10/08/2023,322.11,0.0,ACH,Failed
TXN00008990,LOAN0003820,2023-09-25,1695.42,0.0,Auto-Pay,Bounced/NSF
TXN00008991,LOAN0004443,2022-05-16,1039.32,1011.24,Auto-Pay,Success
TXN00008992,LOAN0000350,2023-12-02,464.46,459.65,ACH,Success
TXN00008993,LOAN0004215,2025-06-26,866.24,865.01,Auto-Pay,Success
TXN00008994,LOAN0000442,2023-07-04,935.82,962.61,Auto-Pay,Success
TXN00008995,LOAN0001882,2023-01-14,804.11,788.76,Auto-Pay,Success
TXN00008996,LOAN0006293,2025-12-07,415.32,434.76,ACH,Success
TXN00008997,LOAN0000533,2024-12-24,1678.98,0.0,Auto-Pay,Bounced/NSF
TXN00008998,LOAN0000180,2023-03-14,992.75,957.83,ACH,Success
TXN00008999,LOAN0006009,27/01/2022,1262.65,1319.83,Auto-Pay,Success
TXN00009000,LOAN0003199,2025-12-07,562.2,538.09,Auto-Pay,Success
TXN00009001,LOAN0007646,2025-09-18,962.09,947.2,ACH,Success
TXN00009002,LOAN0008052,2024-07-11,608.65,0.0,ACH,Bounced/NSF
TXN00009003,LOAN0007697,2024-11-27,1898.5,1879.7,Auto-Pay,Success
TXN00009004,LOAN0000050,2023-02-21,1442.13,1453.25,Auto-Pay,Success
TXN00009005,LOAN0003566,2025-04-19,1175.06,1117.61,ACH,Success
TXN00009006,LOAN0001251,28/03/2024,234.32,0.0,Manual Check,Failed
TXN00009007,LOAN0001304,2024-05-24,1097.96,1079.45,ACH,Success
TXN00009008,LOAN0000859,2025-03-18,966.55,979.76,Auto-Pay,Success
TXN00009009,LOAN0005098,2023-07-07,848.4,872.42,Auto-Pay,Success
TXN00009010,LOAN0007529,18/03/2022,1982.56,0.0,ACH,Bounced/NSF
TXN00009011,LOAN0003908,2024-11-16,951.78,997.0,Manual Check,Success
TXN00009012,LOAN0000616,2024-11-30,1335.69,1340.01,Auto-Pay,Success
TXN00009013,LOAN0007209,2023-01-11,1786.22,1698.13,ACH,Success
TXN00009014,LOAN0006685,2022-03-28,1821.95,0.0,Auto-Pay,Bounced/NSF
TXN00009015,LOAN0006373,2022-06-14,1402.44,0.0,ACH,Bounced/NSF
TXN00009016,LOAN0005750,2023-04-10,1530.94,1559.34,Credit Card,Success
TXN00009017,LOAN0007313,2023-06-25,1646.67,1673.68,ACH,Success
TXN00009018,LOAN0006828,2022-07-11,841.64,873.08,Auto-Pay,Success
TXN00009019,LOAN0007688,2025-09-19,1275.96,0.0,Credit Card,Bounced/NSF
TXN00009020,LOAN0004295,2022-07-22,1081.74,0.0,Credit Card,Bounced/NSF
TXN00009021,LOAN0000686,2025-05-27,1972.86,0.0,Auto-Pay,Failed
TXN00009022,LOAN0002608,2023-02-18,707.18,700.33,Credit Card,Success
TXN00009023,LOAN0001566,02/05/2023,469.39,456.5,Credit Card,Success
TXN00009024,LOAN0004699,2024-08-18,1144.45,1136.4,ACH,Success
TXN00009025,LOAN0004565,2022-12-07,1192.83,1243.7,ACH,Success
TXN00009026,LOAN0006206,2023-10-01,1262.88,1208.77,ACH,Success
TXN00009027,LOAN0004926,2025-02-12,1958.48,1949.49,ACH,Success
TXN00009028,LOAN0003010,2024-05-02,1503.02,1532.51,Auto-Pay,Success
TXN00009029,LOAN0005806,2024-03-22,1859.65,1930.52,Auto-Pay,Success
TXN00009030,LOAN0003785,2025-06-18,1443.83,1439.85,Auto-Pay,Success
TXN00009031,LOAN0002078,2024-05-25,740.79,742.95,Auto-Pay,Success
TXN00009032,LOAN0001511,2023-09-26,709.02,0.0,ACH,Failed
TXN00009033,LOAN0000909,30/03/2024,1364.29,1432.03,Auto-Pay,Success
TXN00009034,LOAN0005913,2024-07-31,682.3,701.54,ACH,Success
TXN00009035,LOAN0007847,2024-10-29,288.56,0.0,Auto-Pay,Bounced/NSF
TXN00009036,LOAN0007300,2023-02-25,1948.62,2016.7,ACH,Success
TXN00009037,LOAN0007300,2025-12-28,1497.53,1496.52,Auto-Pay,Success
TXN00009038,LOAN0004620,2025-02-03,771.88,0.0,Credit Card,Bounced/NSF
TXN00009039,LOAN0008100,2024-01-03,300.29,313.16,Auto-Pay,Success
TXN00009040,LOAN0003535,2022-12-21,398.03,415.12,Credit Card,Success
TXN00009041,LOAN0004061,2024-12-28,1723.68,1712.44,Auto-Pay,Success
TXN00009042,LOAN0002099,2024-05-12,340.07,0.0,ACH,Failed
TXN00009043,LOAN0002133,2025-12-07,360.87,0.0,ACH,Failed
TXN00009044,LOAN0006591,2024-12-16,1799.58,1839.83,ACH,Success
TXN00009045,LOAN0003304,2023-09-25,1201.14,1211.46,Auto-Pay,Success
TXN00009046,LOAN0002653,2025-05-03,1975.65,1933.92,ACH,Success
TXN00009047,LOAN0002960,2024-08-03,644.05,662.37,ACH,Success
TXN00009048,LOAN0003127,2022-10-18,1658.2,1594.09,Manual Check,Success
TXN00009049,LOAN0002209,2024-01-05,901.92,936.5,ACH,Success
TXN00009050,LOAN0001609,2022-02-22,1820.65,1906.78,Auto-Pay,Success
TXN00009051,LOAN0002950,2022-10-22,1230.22,1172.09,Manual Check,Success
TXN00009052,LOAN0004812,2023-05-25,1926.87,1871.12,ACH,Success
TXN00009053,LOAN0007986,2022-02-28,492.73,515.91,Manual Check,Success
TXN00009054,LOAN0007334,2024-07-02,442.01,0.0,Credit Card,Bounced/NSF
TXN00009055,LOAN0006990,2024-11-03,1767.2,1751.01,ACH,Success
TXN00009056,LOAN0006369,14/05/2022,1835.49,1760.98,Auto-Pay,Success
TXN00009057,LOAN0007695,2022-03-21,1282.61,0.0,ACH,Bounced/NSF
TXN00009058,LOAN0004160,2025-06-05,881.25,0.0,Manual Check,Bounced/NSF
TXN00009059,LOAN0002602,2022-08-17,1052.16,0.0,Auto-Pay,Bounced/NSF
TXN00009060,LOAN0003860,2025-07-27,871.5,908.71,Auto-Pay,Success
TXN00009061,LOAN0007445,2022-08-19,792.13,0.0,ACH,Bounced/NSF
TXN00009062,LOAN0006624,2024-02-17,1220.15,1181.33,Credit Card,Success
TXN00009063,LOAN0002976,01/02/2023,766.06,801.58,Credit Card,Success
TXN00009064,LOAN0000764,2022-11-21,283.3,290.4,Credit Card,Success
TXN00009065,LOAN0002274,13/08/2022,820.31,857.89,Manual Check,Success
TXN00009066,LOAN0006652,31/12/2023,375.84,361.43,ACH,Success
TXN00009067,LOAN0005733,2023-10-16,1096.9,1110.49,Auto-Pay,Success
TXN00009068,LOAN0003365,2025-10-25,240.06,231.73,ACH,Success
TXN00009069,LOAN0002222,2022-02-21,507.21,498.93,Auto-Pay,Success
TXN00009070,LOAN0000211,2024-08-19,1170.01,1205.76,Manual Check,Success
TXN00009071,LOAN0001464,2025-10-21,330.57,325.56,ACH,Success
TXN00009072,LOAN0003919,2023-05-05,238.61,227.32,Auto-Pay,Success
TXN00009073,LOAN0005759,2024-08-04,678.6,664.22,ACH,Success
TXN00009074,LOAN0005231,21/12/2023,1106.55,1122.08,Credit Card,Success
TXN00009075,LOAN0000064,2022-06-21,1407.12,0.0,Credit Card,Bounced/NSF
TXN00009076,LOAN0005540,2023-03-08,513.59,510.69,ACH,Success
TXN00009077,LOAN0004637,2024-10-26,783.5,765.77,Auto-Pay,Success
TXN00009078,LOAN0007194,2024-09-08,1171.82,1212.15,Auto-Pay,Success
TXN00009079,LOAN0001429,2023-10-04,1480.94,1412.43,Auto-Pay,Success
TXN00009080,LOAN0004672,2023-10-10,573.05,0.0,Auto-Pay,Failed
TXN00009081,LOAN0008119,2025-12-22,1713.69,0.0,Manual Check,Bounced/NSF
TXN00009082,LOAN0003962,2024-08-13,1882.58,1950.05,Credit Card,Success
TXN00009083,LOAN0000816,2023-12-16,1315.9,0.0,ACH,Bounced/NSF
TXN00009084,LOAN0006526,2023-05-18,1443.53,1443.01,Credit Card,Success
TXN00009085,LOAN0001391,2025-04-21,660.17,646.96,Credit Card,Success
TXN00009086,LOAN0003820,2024-08-07,798.69,0.0,ACH,Bounced/NSF
TXN00009087,LOAN0007255,2023-01-10,246.05,245.46,Manual Check,Success
TXN00009088,LOAN0006321,2024-07-29,1426.95,1470.19,Auto-Pay,Success
TXN00009089,LOAN0002992,23/03/2023,1458.21,1432.27,ACH,Success
TXN00009090,LOAN0002750,29/05/2023,353.86,0.0,Auto-Pay,Bounced/NSF
TXN00009091,LOAN0002406,2022-01-24,654.49,678.99,Auto-Pay,Success
TXN00009092,LOAN0004235,2023-04-23,1711.35,1690.39,Credit Card,Success
TXN00009093,LOAN0004295,02/03/2022,1971.57,0.0,ACH,Failed
TXN00009094,LOAN0006058,2023-05-28,368.47,386.81,ACH,Success
TXN00009095,LOAN0006137,2023-11-17,1157.29,1119.93,ACH,Success
TXN00009096,LOAN0003002,12/03/2025,519.05,534.17,ACH,Success
TXN00009097,LOAN0003233,2023-10-25,216.04,224.75,ACH,Success
TXN00009098,LOAN0006782,2024-02-29,541.24,0.0,Auto-Pay,Bounced/NSF
TXN00009099,LOAN0001311,04/05/2025,1872.4,0.0,Manual Check,Failed
TXN00009100,LOAN0002720,2022-01-17,1582.02,1547.89,Auto-Pay,Success
TXN00009101,LOAN0007243,23/06/2023,1498.34,1522.95,Auto-Pay,Success
TXN00009102,LOAN0001676,2022-10-30,1863.29,0.0,Auto-Pay,Bounced/NSF
TXN00009103,LOAN0004642,2022-11-06,1597.67,1569.41,Auto-Pay,Success
TXN00009104,LOAN0001024,13/08/2025,1952.54,1959.76,Credit Card,Success
TXN00009105,LOAN0003836,2025-01-11,671.2,661.99,Auto-Pay,Success
TXN00009106,LOAN0006860,2024-03-07,1635.51,1711.83,ACH,Success
TXN00009107,LOAN0007372,13/07/2022,1408.94,0.0,ACH,Bounced/NSF
TXN00009108,LOAN0004771,2023-10-25,1916.56,2012.05,Manual Check,Success
TXN00009109,LOAN0002409,2025-01-30,449.37,427.07,Auto-Pay,Success
TXN00009110,LOAN0000015,2024-02-08,611.54,0.0,Auto-Pay,Bounced/NSF
TXN00009111,LOAN0005157,2023-05-25,1427.09,1375.55,ACH,Success
TXN00009112,LOAN0004862,2025-01-13,1818.53,1861.46,ACH,Success
TXN00009113,LOAN0000379,2023-11-15,1209.84,1262.52,Credit Card,Success
TXN00009114,LOAN0005217,2023-09-22,290.1,292.52,ACH,Success
TXN00009115,LOAN0005086,2022-03-08,848.55,812.22,Auto-Pay,Success
TXN00009116,LOAN0007809,2022-09-27,1757.01,0.0,Credit Card,Failed
TXN00009117,LOAN0007068,2023-10-21,1282.04,0.0,Auto-Pay,Failed
TXN00009118,LOAN0002149,2024-10-17,485.23,501.65,Manual Check,Success
TXN00009119,LOAN0000757,2024-11-28,1202.94,1197.32,Credit Card,Success
TXN00009120,LOAN0004774,2025-11-30,1659.05,1737.94,ACH,Success
TXN00009121,LOAN0001933,2024-01-31,1147.63,1156.32,ACH,Success
TXN00009122,LOAN0005137,2025-09-10,722.54,0.0,ACH,Bounced/NSF
TXN00009123,LOAN0006608,2022-11-28,1135.93,1128.67,ACH,Success
TXN00009124,LOAN0003265,2022-10-17,505.89,0.0,Credit Card,Bounced/NSF
TXN00009125,LOAN0007475,2025-11-05,1179.96,1177.63,Auto-Pay,Success
TXN00009126,LOAN0007475,2023-10-04,450.48,439.4,ACH,Success
TXN00009127,LOAN0003735,10/12/2024,374.51,368.49,Auto-Pay,Success
TXN00009128,LOAN0003546,19/05/2024,1071.46,1076.62,Auto-Pay,Success
TXN00009129,LOAN0004173,29/04/2025,1743.45,1687.3,ACH,Success
TXN00009130,LOAN0003655,2023-03-18,212.61,213.18,ACH,Success
TXN00009131,LOAN0005096,2025-03-30,1480.36,0.0,Manual Check,Bounced/NSF
TXN00009132,LOAN0006005,2022-06-25,938.16,976.59,Auto-Pay,Success
TXN00009133,LOAN0005806,2022-09-19,1219.74,1220.65,Manual Check,Success
TXN00009134,LOAN0007558,2022-10-22,1815.82,0.0,Manual Check,Failed
TXN00009135,LOAN0004424,2024-11-11,1853.0,0.0,Credit Card,Bounced/NSF
TXN00009136,LOAN0002342,2025-07-13,486.64,485.15,Auto-Pay,Success
TXN00009137,LOAN0001660,2025-04-16,983.1,1002.85,Credit Card,Success
TXN00009138,LOAN0007145,06/02/2022,1733.26,1690.62,ACH,Success
TXN00009139,LOAN0004943,2023-09-03,1353.31,1302.6,ACH,Success
TXN00009140,LOAN0007557,2025-12-16,522.88,0.0,ACH,Failed
TXN00009141,LOAN0006292,2024-10-01,1814.03,1853.09,Auto-Pay,Success
TXN00009142,LOAN0000670,2023-11-23,1275.96,1250.89,ACH,Success
TXN00009143,LOAN0000485,2023-12-30,291.18,276.98,ACH,Success
